Base Weather Station Churchtown	Temperature (*F)	Soil Moist-VWC (%VWC)	PAR Light (uM/m^2s)	Bar.Pressure (In-Hg)	RH (%)	Temperature (*F)	Rainfall (In)	Wind Dir (Deg)	Wind Gust (mph)	Wind Speed (mph)	Dew Point (*F)
2022-07-09 17:30	89.1	2.1	1106.0	29.90	36.2	80.4	0.00	132	9	5	51.2
2022-07-09 17:40	88.2	2.1	1036.0	29.89	35.2	80.2	0.00	127	7	5	50.2
2022-07-09 17:50	87.3	2.0	962.0	29.89	35.5	80.2	0.00	125	9	4	50.5
2022-07-09 18:00	86.4	2.0	879.0	29.90	34.9	80.1	0.00	145	12	5	49.9
2022-07-09 18:10	85.6	2.0	810.0	29.89	36.7	79.9	0.00	127	10	5	51.1
2022-07-09 18:20	84.9	2.0	728.0	29.89	36.7	79.3	0.00	128	9	4	50.6
2022-07-09 18:30	84.0	2.0	649.0	29.89	35.9	79.0	0.00	122	7	4	49.7
2022-07-09 18:40	83.5	1.9	572.0	29.88	36.0	78.4	0.00	121	9	5	49.3
2022-07-09 18:50	82.8	1.9	497.0	29.89	35.8	78.4	0.00	138	7	2	49.1
2022-07-09 19:00	82.2	1.9	435.0	29.89	36.7	78.1	0.00	142	7	2	49.5
2022-07-09 19:10	81.7	1.9	364.0	29.89	37.1	77.9	0.00	141	6	2	49.6
2022-07-09 19:20	81.1	1.9	306.0	29.89	38.0	77.2	0.00	127	5	2	49.6
2022-07-09 19:30	80.6	1.8	249.0	29.89	38.5	76.8	0.00	135	4	1	49.6
2022-07-09 19:40	80.1	1.9	202.0	29.89	38.6	75.9	0.00	148	5	1	48.9
2022-07-09 19:50	79.5	1.8	153.0	29.88	39.3	74.8	0.00	144	2	0	48.4
2022-07-09 20:00	79.0	1.9	109.0	29.88	41.9	73.6	0.00	145	0	0	49.0
2022-07-09 20:10	78.3	1.8	67.0	29.86	43.4	72.0	0.00	145	0	0	48.5
2022-07-09 20:20	77.7	1.8	34.0	29.84	48.2	69.1	0.00	145	0	0	48.7
2022-07-09 20:30	77.0	1.8	16.0	29.82	56.3	65.7	0.00	145	0	0	49.7
2022-07-09 20:40	76.3	1.8	0.0	29.81	61.0	63.3	0.00	145	0	0	49.6
2022-07-09 20:50	75.6	1.8	0.0	29.81	66.4	61.5	0.00	145	0	0	50.2
2022-07-09 21:00	75.0	1.7	0.0	29.81	69.2	60.1	0.00	145	0	0	50.0
2022-07-09 21:10	74.5	1.7	0.0	29.80	72.8	58.8	0.00	145	0	0	50.1
2022-07-09 21:20	73.9	1.7	0.0	29.80	74.5	58.3	0.00	145	0	0	50.2
2022-07-09 21:30	73.4	1.7	0.0	29.80	76.5	57.0	0.00	145	0	0	49.7
2022-07-09 21:40	72.9	1.7	0.0	29.80	78.1	56.3	0.00	145	0	0	49.6
2022-07-09 21:50	72.5	1.7	0.0	29.80	81.7	55.2	0.00	145	0	0	49.7
2022-07-09 22:00	72.0	1.7	0.0	29.79	81.0	55.0	0.00	145	0	0	49.3
2022-07-09 22:10	71.6	1.7	0.0	29.80	75.3	56.1	0.00	145	0	0	48.4
2022-07-09 22:20	71.2	1.7	0.0	29.79	79.9	54.9	0.00	145	0	0	48.8
2022-07-09 22:30	70.9	1.7	0.0	29.79	84.3	53.4	0.00	145	0	0	48.8
2022-07-09 22:40	70.5	1.6	0.0	29.78	87.3	52.3	0.00	145	0	0	48.7
2022-07-09 22:50	70.2	1.6	0.0	29.78	86.6	52.5	0.00	145	0	0	48.6
2022-07-09 23:00	69.8	1.6	0.0	29.78	86.6	52.0	0.00	145	0	0	48.1
2022-07-09 23:10	69.4	1.6	0.0	29.78	88.3	51.6	0.00	145	0	0	48.3
2022-07-09 23:20	69.1	1.6	0.0	29.79	88.9	50.7	0.00	145	0	0	47.6
2022-07-09 23:30	68.7	1.6	0.0	29.78	90.6	50.2	0.00	145	1	0	47.5
2022-07-09 23:40	68.5	1.6	0.0	29.79	89.7	50.5	0.00	145	0	0	47.6
2022-07-09 23:50	68.4	1.6	0.0	29.79	89.8	49.8	0.00	145	0	0	46.9
2022-07-10 00:00	68.0	1.6	0.0	29.79	91.9	48.7	0.00	145	0	0	46.5
2022-07-10 00:10	67.6	1.6	0.0	29.79	92.1	49.3	0.00	145	0	0	47.1
2022-07-10 00:20	67.5	1.6	0.0	29.80	87.9	51.1	0.00	145	0	0	47.6
2022-07-10 00:30	67.3	1.6	0.0	29.79	89.9	49.3	0.00	145	0	0	46.4
2022-07-10 00:40	66.9	1.6	0.0	29.80	92.9	48.4	0.00	145	0	0	46.4
2022-07-10 00:50	66.7	1.6	0.0	29.80	94.0	48.0	0.00	145	0	0	46.4
2022-07-10 01:00	66.6	1.6	0.0	29.80	94.3	48.4	0.00	145	1	0	46.8
2022-07-10 01:10	66.2	1.6	0.0	29.80	94.3	47.7	0.00	145	1	0	46.1
2022-07-10 01:20	66.0	1.6	0.0	29.80	95.2	47.5	0.00	145	0	0	46.2
2022-07-10 01:30	65.7	1.6	0.0	29.80	95.8	46.8	0.00	145	0	0	45.6
2022-07-10 01:40	65.5	1.6	0.0	29.80	96.2	47.1	0.00	145	0	0	46.1
2022-07-10 01:50	65.1	1.6	0.0	29.80	96.4	46.6	0.00	145	0	0	45.6
2022-07-10 02:00	64.9	1.6	0.0	29.80	96.7	47.1	0.00	145	0	0	46.2
2022-07-10 02:10	64.8	1.6	0.0	29.80	96.3	47.5	0.00	145	0	0	46.5
2022-07-10 02:20	64.6	1.6	0.0	29.80	96.0	47.8	0.00	145	0	0	46.8
2022-07-10 02:30	64.4	1.6	0.0	29.80	96.2	47.1	0.00	145	0	0	46.1
2022-07-10 02:40	64.0	1.6	0.0	29.80	96.5	46.2	0.00	145	0	0	45.3
2022-07-10 02:50	63.9	1.6	0.0	29.80	96.6	46.2	0.00	145	0	0	45.3
2022-07-10 03:00	63.7	1.6	0.0	29.80	96.8	46.6	0.00	145	0	0	45.7
2022-07-10 03:10	63.5	1.6	0.0	29.80	96.8	45.9	0.00	145	0	0	45.0
2022-07-10 03:20	63.3	1.6	0.0	29.80	96.8	46.4	0.00	145	0	0	45.5
2022-07-10 03:30	63.1	1.6	0.0	29.81	96.7	46.2	0.00	145	0	0	45.3
2022-07-10 03:40	63.0	1.6	0.0	29.81	96.8	45.3	0.00	145	0	0	44.5
2022-07-10 03:50	62.8	1.6	0.0	29.80	97.2	45.7	0.00	145	0	0	44.9
2022-07-10 04:00	62.6	1.6	0.0	29.81	97.1	45.3	0.00	145	0	0	44.5
2022-07-10 04:10	62.4	1.6	0.0	29.81	97.0	45.9	0.00	145	0	0	45.1
2022-07-10 04:20	62.2	1.6	0.0	29.81	96.6	46.0	0.00	145	0	0	45.1
2022-07-10 04:30	62.1	1.6	0.0	29.81	96.7	45.7	0.00	145	0	0	44.8
2022-07-10 04:40	62.1	1.6	0.0	29.81	96.4	44.4	0.00	145	0	0	43.5
2022-07-10 04:50	61.9	1.6	0.0	29.81	97.1	45.3	0.00	145	0	0	44.5
2022-07-10 05:00	61.7	1.6	0.0	29.82	97.2	45.3	0.00	145	0	0	44.6
2022-07-10 05:10	61.5	1.6	0.0	29.82	97.4	45.9	0.00	145	0	0	45.2
2022-07-10 05:20	61.5	1.6	0.0	29.82	97.4	45.7	0.00	145	0	0	45.0
2022-07-10 05:30	61.3	1.6	0.0	29.82	97.7	44.2	0.00	145	0	0	43.6
2022-07-10 05:40	61.2	1.6	13.0	29.83	97.9	43.3	0.00	145	0	0	42.8
2022-07-10 05:50	61.2	1.6	30.0	29.83	98.1	43.3	0.00	145	0	0	42.8
2022-07-10 06:00	61.2	1.6	49.0	29.83	98.3	43.9	0.00	145	0	0	43.4
2022-07-10 06:10	61.0	1.6	98.0	29.84	98.4	45.3	0.00	145	0	0	44.9
2022-07-10 06:20	61.2	1.6	153.0	29.84	96.6	47.8	0.00	145	0	0	46.9
2022-07-10 06:30	61.3	1.6	201.0	29.85	94.4	50.4	0.00	145	0	0	48.8
2022-07-10 06:40	61.5	1.6	252.0	29.86	91.1	52.9	0.00	145	0	0	50.4
2022-07-10 06:50	61.9	1.6	275.0	29.87	88.7	54.9	0.00	145	0	0	51.6
2022-07-10 07:00	62.2	1.6	203.0	29.88	85.3	57.0	0.00	145	0	0	52.6
2022-07-10 07:10	62.8	1.7	157.0	29.89	78.8	59.9	0.00	145	2	0	53.3
2022-07-10 07:20	63.1	1.7	181.0	29.89	73.6	61.5	0.00	145	2	0	53.0
2022-07-10 07:30	63.9	1.7	498.0	29.90	71.1	62.2	0.00	134	4	0	52.8
2022-07-10 07:40	64.2	1.7	620.0	29.90	69.4	62.4	0.00	122	4	1	52.3
2022-07-10 07:50	64.8	1.7	692.0	29.91	68.0	62.8	0.00	127	5	2	52.1
2022-07-10 08:00	65.5	1.7	767.0	29.91	67.3	63.0	0.00	131	6	2	51.9
2022-07-10 08:10	66.0	1.7	842.0	29.91	66.1	63.7	0.00	125	5	2	52.1
2022-07-10 08:20	66.9	1.7	915.0	29.91	65.1	64.6	0.00	132	6	2	52.6
2022-07-10 08:30	67.6	1.7	989.0	29.91	63.3	66.0	0.00	121	6	2	53.2
2022-07-10 08:40	68.7	1.7	1063.0	29.92	61.9	66.7	0.00	101	7	2	53.3
2022-07-10 08:50	70.0	1.7	1136.0	29.91	61.8	66.7	0.00	108	6	2	53.2
2022-07-10 09:00	71.2	1.7	1214.0	29.92	61.2	67.3	0.00	97	7	2	53.5
2022-07-10 09:10	72.7	1.7	1290.0	29.91	60.0	67.8	0.00	101	6	2	53.4
2022-07-10 09:20	74.1	1.7	1360.0	29.91	59.7	68.4	0.00	129	5	2	53.8
2022-07-10 09:30	75.6	1.7	1434.0	29.92	57.2	70.3	0.00	107	6	2	54.5
2022-07-10 09:40	77.0	1.8	1499.0	29.92	55.1	71.1	0.00	87	5	2	54.1
2022-07-10 09:50	78.1	1.8	1567.0	29.93	53.7	72.1	0.00	87	5	1	54.4
2022-07-10 10:00	79.3	1.8	1630.0	29.92	53.3	71.8	0.00	100	6	1	53.9
2022-07-10 10:10	80.8	1.8	1693.0	29.92	49.9	73.0	0.00	93	7	2	53.2
2022-07-10 10:20	82.2	1.9	1749.0	29.92	49.3	73.8	0.00	69	7	2	53.6
2022-07-10 10:30	83.8	1.9	1803.0	29.92	49.1	73.6	0.00	101	5	1	53.3
2022-07-10 10:40	85.3	1.9	1860.0	29.93	47.9	74.1	0.00	97	5	2	53.1
2022-07-10 10:50	86.7	1.9	1912.0	29.93	46.6	75.0	0.00	129	5	2	53.2
2022-07-10 11:00	88.2	1.9	1954.0	29.93	46.0	75.6	0.00	101	6	2	53.3
2022-07-10 11:10	89.6	1.9	2006.0	29.93	45.2	75.4	0.00	228	4	0	52.7
2022-07-10 11:20	91.0	1.9	2038.0	29.93	44.8	75.9	0.00	139	6	2	52.9
2022-07-10 11:30	92.5	2.0	2087.0	29.93	41.8	76.8	0.00	93	4	1	51.9
2022-07-10 11:40	93.9	2.0	2104.0	29.92	42.2	76.3	0.00	319	5	1	51.6
2022-07-10 11:50	95.2	2.0	2150.0	29.93	42.9	77.0	0.00	194	6	1	52.7
2022-07-10 12:00	96.4	2.0	2172.0	29.93	43.8	76.3	0.00	203	7	2	52.6
2022-07-10 12:10	97.5	2.0	2198.0	29.92	41.5	77.7	0.00	62	7	2	52.5
2022-07-10 12:20	98.4	2.0	2215.0	29.92	40.1	78.6	0.00	72	6	2	52.3
2022-07-10 12:30	99.3	2.0	2225.0	29.92	39.2	78.3	0.00	93	7	2	51.4
2022-07-10 12:40	100.0	2.0	2238.0	29.92	40.3	77.7	0.00	189	7	2	51.7
2022-07-10 12:50	100.9	2.0	2254.0	29.92	38.8	78.8	0.00	156	7	1	51.6
2022-07-10 13:00	101.3	2.0	2255.0	29.92	37.6	79.2	0.00	114	7	2	51.1
2022-07-10 13:10	101.5	2.0	2251.0	29.93	36.8	79.0	0.00	134	7	2	50.3
2022-07-10 13:20	101.5	2.0	2244.0	29.93	37.2	79.7	0.00	124	6	2	51.3
2022-07-10 13:30	101.3	2.0	2242.0	29.92	36.8	79.9	0.00	144	9	2	51.1
2022-07-10 13:40	101.5	2.0	2232.0	29.91	35.0	79.7	0.00	122	7	2	49.6
2022-07-10 13:50	101.7	2.0	2220.0	29.91	33.8	81.0	0.00	141	5	2	49.8
2022-07-10 14:00	101.3	2.0	2190.0	29.92	30.1	81.5	0.00	117	6	2	47.2
2022-07-10 14:10	100.9	2.1	2163.0	29.92	30.0	82.6	0.00	96	6	1	48.0
2022-07-10 14:20	100.6	2.0	2165.0	29.92	32.6	80.6	0.00	173	7	2	48.5
2022-07-10 14:30	100.0	2.0	2136.0	29.91	33.2	81.7	0.00	114	9	2	49.9
2022-07-10 14:40	99.7	2.0	2098.0	29.91	34.2	80.8	0.00	248	4	1	49.9
2022-07-10 14:50	99.1	2.0	2068.0	29.92	34.0	82.2	0.00	129	7	1	51.1
2022-07-10 15:00	98.2	2.0	2032.0	29.93	33.6	82.6	0.00	145	6	2	51.0
2022-07-10 15:10	97.7	2.0	1989.0	29.91	33.0	82.9	0.00	87	7	2	50.9
2022-07-10 15:20	97.2	2.0	1948.0	29.91	33.6	82.9	0.00	148	6	1	51.4
2022-07-10 15:30	96.4	2.0	1910.0	29.92	33.7	82.8	0.00	142	6	1	51.3
2022-07-10 15:40	96.1	1.9	1854.0	29.92	33.7	82.8	0.00	112	6	2	51.3
2022-07-10 15:50	95.5	1.9	1792.0	29.92	33.6	83.1	0.00	128	4	1	51.5
2022-07-10 16:00	95.4	1.9	1736.0	29.92	34.1	83.5	0.00	162	6	1	52.2
2022-07-10 16:10	95.4	1.9	1671.0	29.90	33.9	83.3	0.00	91	6	2	51.9
2022-07-10 16:20	94.8	1.9	1614.0	29.91	34.4	82.9	0.00	168	7	2	52.0
2022-07-10 16:30	94.3	1.9	1557.0	29.89	33.3	84.0	0.00	100	5	2	52.1
2022-07-10 16:40	93.6	1.9	1496.0	29.90	34.4	82.8	0.00	155	7	2	51.8
2022-07-10 16:50	92.8	1.8	1427.0	29.91	33.2	84.0	0.00	120	4	1	52.0
2022-07-10 17:00	92.3	1.8	1389.0	29.91	33.8	83.7	0.00	93	5	1	52.2
2022-07-10 17:10	91.8	1.8	1243.0	29.89	33.8	83.5	0.00	134	4	1	52.0
2022-07-10 17:20	90.9	1.8	1202.0	29.90	33.1	84.6	0.00	81	2	0	52.4
2022-07-10 17:30	90.3	1.8	1076.0	29.89	33.6	83.8	0.00	144	2	1	52.1
2022-07-10 17:40	89.2	1.8	1064.0	29.88	34.4	83.5	0.00	108	4	1	52.5
2022-07-10 17:50	88.3	1.7	942.0	29.88	34.6	82.6	0.00	129	4	1	51.8
2022-07-10 18:00	87.4	1.7	915.0	29.87	33.8	83.5	0.00	53	6	2	52.0
2022-07-10 18:10	86.7	1.7	792.0	29.85	34.2	83.1	0.00	56	4	2	52.0
2022-07-10 18:20	86.0	1.7	742.0	29.85	34.6	83.3	0.00	69	5	2	52.5
2022-07-10 18:30	85.5	1.7	706.0	29.85	34.0	83.7	0.00	72	2	1	52.3
2022-07-10 18:40	84.7	1.7	600.0	29.87	34.8	82.8	0.00	88	2	0	52.2
2022-07-10 18:50	84.0	1.7	515.0	29.86	35.1	82.6	0.00	79	4	1	52.2
2022-07-10 19:00	83.3	1.7	445.0	29.86	37.2	81.0	0.00	101	2	1	52.4
2022-07-10 19:10	82.8	1.7	380.0	29.86	37.0	81.1	0.00	96	2	0	52.4
2022-07-10 19:20	82.0	1.6	320.0	29.85	37.1	81.3	0.00	76	2	0	52.6
2022-07-10 19:30	81.5	1.6	261.0	29.85	39.8	79.5	0.00	77	1	0	52.9
2022-07-10 19:40	81.0	1.6	197.0	29.85	41.7	78.1	0.00	77	1	0	52.9
2022-07-10 19:50	80.4	1.6	153.0	29.85	44.2	76.8	0.00	77	0	0	53.4
2022-07-10 20:00	79.9	1.6	109.0	29.83	48.0	75.0	0.00	77	0	0	54.0
2022-07-10 20:10	79.2	1.6	68.0	29.82	54.8	72.0	0.00	77	0	0	54.8
2022-07-10 20:20	78.4	1.6	35.0	29.80	59.6	68.7	0.00	77	0	0	54.1
2022-07-10 20:30	77.7	1.6	16.0	29.78	67.3	65.5	0.00	77	0	0	54.4
2022-07-10 20:40	77.2	1.5	0.0	29.76	70.1	64.0	0.00	77	0	0	54.1
2022-07-10 20:50	76.5	1.5	0.0	29.76	71.7	63.0	0.00	77	0	0	53.7
2022-07-10 21:00	75.7	1.6	0.0	29.76	73.1	62.1	0.00	77	0	0	53.3
2022-07-10 21:10	75.4	1.6	0.0	29.76	73.5	61.5	0.00	77	0	0	53.0
2022-07-10 21:20	74.7	1.5	0.0	29.76	71.0	61.9	0.00	77	0	0	52.4
2022-07-10 21:30	74.3	1.5	0.0	29.74	76.2	59.4	0.00	77	0	0	51.9
2022-07-10 21:40	73.8	1.5	0.0	29.74	79.2	58.6	0.00	77	0	0	52.2
2022-07-10 21:50	73.2	1.5	0.0	29.74	76.4	60.1	0.00	77	0	0	52.6
2022-07-10 22:00	73.0	1.5	0.0	29.74	78.8	58.3	0.00	77	0	0	51.7
2022-07-10 22:10	72.5	1.5	0.0	29.74	83.5	56.8	0.00	77	0	0	51.9
2022-07-10 22:20	72.1	1.5	0.0	29.73	80.9	57.7	0.00	77	0	0	51.9
2022-07-10 22:30	71.8	1.5	0.0	29.73	85.2	55.8	0.00	77	0	0	51.4
2022-07-10 22:40	71.4	1.5	0.0	29.72	87.3	55.0	0.00	77	0	0	51.3
2022-07-10 22:50	71.1	1.5	0.0	29.72	89.0	54.1	0.00	77	0	0	51.0
2022-07-10 23:00	70.7	1.5	0.0	29.72	90.3	53.4	0.00	77	0	0	50.6
2022-07-10 23:10	70.3	1.5	0.0	29.72	90.4	54.0	0.00	77	0	0	51.2
2022-07-10 23:20	70.0	1.4	0.0	29.72	90.2	53.4	0.00	77	0	0	50.6
2022-07-10 23:30	69.6	1.4	0.0	29.72	89.0	55.2	0.00	97	2	0	52.0
2022-07-10 23:40	69.4	1.4	0.0	29.72	85.7	57.2	0.00	204	2	0	53.0
2022-07-10 23:50	69.4	1.4	0.0	29.72	84.2	57.9	0.00	234	5	1	53.2
2022-07-11 00:00	69.3	1.4	0.0	29.72	85.3	57.2	0.00	227	2	0	52.8
2022-07-11 00:10	69.1	1.4	0.0	29.72	86.8	56.5	0.00	227	0	0	52.6
2022-07-11 00:20	68.9	1.4	0.0	29.72	88.2	54.7	0.00	227	0	0	51.3
2022-07-11 00:30	68.5	1.4	0.0	29.70	91.0	53.1	0.00	227	0	0	50.5
2022-07-11 00:40	68.4	1.4	0.0	29.70	92.4	52.0	0.00	227	0	0	49.8
2022-07-11 00:50	68.2	1.4	0.0	29.70	92.4	54.0	0.00	227	1	0	51.8
2022-07-11 01:00	68.0	1.4	0.0	29.70	88.2	56.8	0.00	228	1	0	53.4
2022-07-11 01:10	68.0	1.4	0.0	29.72	77.5	62.8	0.00	230	4	1	55.6
2022-07-11 01:20	68.2	1.4	0.0	29.72	74.7	63.9	0.00	254	2	1	55.7
2022-07-11 01:30	68.2	1.4	0.0	29.73	75.2	63.7	0.00	258	2	1	55.7
2022-07-11 01:40	68.2	1.4	0.0	29.73	75.3	63.5	0.00	249	4	1	55.5
2022-07-11 01:50	68.2	1.4	0.0	29.73	76.2	63.3	0.00	259	5	2	55.7
2022-07-11 02:00	68.2	1.4	0.0	29.72	75.4	63.9	0.00	265	6	2	55.9
2022-07-11 02:10	68.2	1.4	0.0	29.72	76.0	63.7	0.00	262	5	2	56.0
2022-07-11 02:20	68.2	1.4	0.0	29.73	76.4	63.7	0.00	276	4	2	56.1
2022-07-11 02:30	68.2	1.4	0.0	29.73	76.5	63.7	0.00	279	5	2	56.2
2022-07-11 02:40	68.2	1.4	0.0	29.73	76.7	63.7	0.00	279	4	2	56.2
2022-07-11 02:50	68.2	1.4	0.0	29.73	75.7	64.2	0.00	273	7	2	56.4
2022-07-11 03:00	68.2	1.4	0.0	29.74	75.9	64.2	0.00	271	7	2	56.5
2022-07-11 03:10	68.2	1.4	0.0	29.73	76.4	64.2	0.00	265	7	2	56.6
2022-07-11 03:20	68.2	1.4	0.0	29.73	76.3	64.2	0.00	258	7	2	56.6
2022-07-11 03:30	68.2	1.4	0.0	29.73	77.2	64.2	0.00	268	6	2	56.9
2022-07-11 03:40	68.2	1.4	0.0	29.73	77.4	64.2	0.00	261	6	2	57.0
2022-07-11 03:50	68.2	1.4	0.0	29.73	77.8	64.2	0.00	262	5	2	57.1
2022-07-11 04:00	68.2	1.4	0.0	29.72	78.2	64.0	0.00	262	6	2	57.1
2022-07-11 04:10	68.0	1.4	0.0	29.72	78.9	63.9	0.00	269	5	2	57.2
2022-07-11 04:20	67.8	1.4	0.0	29.72	79.7	63.7	0.00	265	5	2	57.3
2022-07-11 04:30	67.8	1.4	0.0	29.71	80.2	63.7	0.00	272	6	2	57.5
2022-07-11 04:40	67.8	1.4	0.0	29.72	80.5	63.7	0.00	266	6	2	57.6
2022-07-11 04:50	67.8	1.4	0.0	29.72	80.9	63.7	0.00	266	6	2	57.7
2022-07-11 05:00	67.6	1.4	0.0	29.71	81.2	63.9	0.00	264	7	4	58.0
2022-07-11 05:10	67.6	1.4	0.0	29.71	82.0	63.7	0.00	261	7	2	58.1
2022-07-11 05:20	67.6	1.4	0.0	29.71	82.4	63.5	0.00	256	7	2	58.0
2022-07-11 05:30	67.6	1.4	0.0	29.71	83.4	63.1	0.00	261	5	2	58.0
2022-07-11 05:40	67.5	1.4	16.0	29.72	84.3	62.6	0.00	279	4	1	57.8
2022-07-11 05:50	67.5	1.4	32.0	29.72	85.4	62.1	0.00	282	2	0	57.6
2022-07-11 06:00	67.5	1.4	52.0	29.72	85.5	62.4	0.00	273	7	2	58.0
2022-07-11 06:10	67.3	1.4	93.0	29.72	84.6	63.1	0.00	265	5	2	58.4
2022-07-11 06:20	67.5	1.4	141.0	29.72	83.4	64.0	0.00	272	7	2	58.9
2022-07-11 06:30	67.5	1.4	188.0	29.73	82.5	64.4	0.00	278	2	1	59.0
2022-07-11 06:40	67.6	1.4	239.0	29.74	81.8	64.9	0.00	272	5	1	59.2
2022-07-11 06:50	67.8	1.4	258.0	29.73	81.1	65.7	0.00	262	7	2	59.7
2022-07-11 07:00	68.2	1.4	193.0	29.73	80.5	66.2	0.00	268	7	2	60.0
2022-07-11 07:10	68.4	1.4	168.0	29.73	79.8	66.7	0.00	264	6	2	60.3
2022-07-11 07:20	68.7	1.4	183.0	29.74	79.1	67.5	0.00	264	6	2	60.8
2022-07-11 07:30	69.1	1.4	281.0	29.73	78.5	67.8	0.00	258	6	2	60.9
2022-07-11 07:40	69.4	1.4	207.0	29.73	77.4	68.9	0.00	259	6	2	61.5
2022-07-11 07:50	70.0	1.4	308.0	29.74	76.4	69.8	0.00	272	6	2	62.0
2022-07-11 08:00	70.5	1.5	719.0	29.74	75.3	70.5	0.00	275	7	2	62.3
2022-07-11 08:10	71.2	1.5	832.0	29.74	75.4	70.7	0.00	289	7	4	62.5
2022-07-11 08:20	72.0	1.5	907.0	29.74	74.0	71.6	0.00	288	7	4	62.9
2022-07-11 08:30	72.9	1.5	983.0	29.74	73.2	72.0	0.00	282	9	5	62.9
2022-07-11 08:40	73.8	1.5	1060.0	29.74	72.5	72.3	0.00	286	10	5	63.0
2022-07-11 08:50	74.7	1.5	1133.0	29.74	71.4	72.9	0.00	283	10	5	63.1
2022-07-11 09:00	75.7	1.5	1208.0	29.74	70.5	73.6	0.00	286	7	4	63.4
2022-07-11 09:10	77.2	1.6	1280.0	29.75	69.4	74.5	0.00	295	7	4	63.8
2022-07-11 09:20	78.4	1.5	1350.0	29.75	67.7	75.0	0.00	283	11	5	63.6
2022-07-11 09:30	79.5	1.6	1418.0	29.75	67.5	75.4	0.00	283	9	5	63.9
2022-07-11 09:40	80.6	1.6	1486.0	29.75	65.7	76.6	0.00	292	7	2	64.3
2022-07-11 09:50	81.9	1.6	1553.0	29.75	65.4	76.6	0.00	285	10	4	64.2
2022-07-11 10:00	82.9	1.6	1618.0	29.75	64.9	76.8	0.00	273	9	4	64.1
2022-07-11 10:10	84.6	1.6	1679.0	29.75	63.2	78.1	0.00	264	9	2	64.5
2022-07-11 10:20	86.0	1.7	1742.0	29.74	63.3	78.1	0.00	283	10	4	64.6
2022-07-11 10:30	87.4	1.7	1805.0	29.74	61.9	79.3	0.00	266	7	2	65.1
2022-07-11 10:40	89.1	1.7	1890.0	29.74	60.9	80.2	0.00	289	10	4	65.5
2022-07-11 10:50	90.7	1.7	2054.0	29.74	60.0	81.0	0.00	292	9	4	65.8
2022-07-11 11:00	91.9	1.7	1897.0	29.74	59.7	80.4	0.00	292	9	5	65.1
2022-07-11 11:10	93.6	1.7	2048.0	29.74	58.2	81.3	0.00	299	9	5	65.2
2022-07-11 11:20	94.6	1.7	2006.0	29.74	57.1	82.0	0.00	299	9	4	65.3
2022-07-11 11:30	95.7	1.8	1966.0	29.74	55.1	82.9	0.00	295	9	4	65.2
2022-07-11 11:40	97.2	1.8	2271.0	29.74	54.5	83.3	0.00	303	7	4	65.2
2022-07-11 11:50	98.4	1.8	2311.0	29.74	51.6	84.4	0.00	290	12	6	64.6
2022-07-11 12:00	99.3	1.8	1678.0	29.74	51.9	83.8	0.00	306	10	5	64.3
2022-07-11 12:10	98.2	1.8	1492.0	29.73	54.7	83.1	0.00	302	11	5	65.1
2022-07-11 12:20	97.3	1.8	1495.0	29.74	52.9	83.7	0.00	295	9	5	64.7
2022-07-11 12:30	97.2	1.8	1873.0	29.74	52.7	84.6	0.00	283	10	4	65.4
2022-07-11 12:40	97.3	1.8	1635.0	29.73	53.0	84.0	0.00	304	11	5	65.0
2022-07-11 12:50	97.0	1.8	1463.0	29.73	53.5	83.5	0.00	304	10	5	64.8
2022-07-11 13:00	96.8	1.8	2148.0	29.73	52.9	84.9	0.00	296	11	5	65.8
2022-07-11 13:10	98.2	1.8	1900.0	29.73	51.5	85.5	0.00	296	11	6	65.5
2022-07-11 13:20	98.1	1.8	1397.0	29.70	54.5	83.3	0.00	286	12	7	65.2
2022-07-11 13:30	96.6	1.7	1077.0	29.70	55.9	82.6	0.00	288	9	5	65.2
2022-07-11 13:40	97.0	1.7	2507.0	29.70	50.8	86.4	0.00	289	12	6	66.0
2022-07-11 13:50	97.9	1.8	1971.0	29.70	49.1	86.4	0.00	283	12	5	65.0
2022-07-11 14:00	98.8	1.8	2235.0	29.70	47.8	87.1	0.00	286	12	6	64.9
2022-07-11 14:10	99.3	1.8	2189.0	29.70	48.6	86.4	0.00	297	15	7	64.7
2022-07-11 14:20	99.7	1.7	2156.0	29.70	47.4	87.1	0.00	282	12	6	64.6
2022-07-11 14:30	99.9	1.8	2001.0	29.71	47.6	86.7	0.00	293	11	7	64.4
2022-07-11 14:40	99.7	1.8	2125.0	29.71	47.0	87.1	0.00	303	16	7	64.4
2022-07-11 14:50	99.3	1.8	2015.0	29.70	46.6	87.3	0.00	286	14	7	64.3
2022-07-11 15:00	98.8	1.7	1866.0	29.70	47.0	86.7	0.00	297	15	9	64.1
2022-07-11 15:10	98.1	1.7	1817.0	29.70	46.6	87.3	0.00	293	15	7	64.3
2022-07-11 15:20	97.3	1.7	1844.0	29.70	46.8	87.3	0.00	296	11	6	64.4
2022-07-11 15:30	97.0	1.7	1871.0	29.70	46.6	87.4	0.00	289	15	7	64.5
2022-07-11 15:40	96.3	1.7	1823.0	29.69	46.3	87.6	0.00	282	12	7	64.5
2022-07-11 15:50	96.1	1.7	1770.0	29.69	45.9	88.0	0.00	279	12	7	64.5
2022-07-11 16:00	95.7	1.7	1707.0	29.69	45.5	88.0	0.00	286	17	7	64.3
